date,ADI,ADI_EPS,PE Ratio
1982-04-19,1.23,0.03,41.0
1982-04-20,1.16,0.03,38.666666666666664
1982-04-21,1.23,0.03,41.0
1982-04-22,1.22,0.03,40.666666666666664
1982-04-23,1.18,0.03,39.333333333333336
1982-04-26,1.19,0.03,39.666666666666664
1982-04-27,1.19,0.03,39.666666666666664
1982-04-28,1.19,0.03,39.666666666666664
1982-04-29,1.2,0.03,40.0
1982-04-30,1.24,0.03,41.333333333333336
1982-05-03,1.23,0.03,41.0
1982-05-04,1.24,0.03,41.333333333333336
1982-05-05,1.22,0.03,40.666666666666664
1982-05-06,1.22,0.03,40.666666666666664
1982-05-07,1.24,0.03,41.333333333333336
1982-05-10,1.22,0.03,40.666666666666664
1982-05-11,1.22,0.03,40.666666666666664
1982-05-12,1.2,0.03,40.0
1982-05-13,1.21,0.03,40.333333333333336
1982-05-14,1.25,0.03,41.66666666666667
1982-05-17,1.25,0.03,41.66666666666667
1982-05-18,1.23,0.03,41.0
1982-05-19,1.19,0.03,39.666666666666664
1982-05-20,1.17,0.03,39.0
1982-05-21,1.19,0.03,39.666666666666664
1982-05-24,1.19,0.03,39.666666666666664
1982-05-25,1.17,0.03,39.0
1982-05-26,1.16,0.03,38.666666666666664
1982-05-27,1.13,0.03,37.666666666666664
1982-05-28,1.1,0.03,36.66666666666667
1982-06-01,1.11,0.03,37.00000000000001
1982-06-02,1.1,0.03,36.66666666666667
1982-06-03,1.09,0.03,36.333333333333336
1982-06-04,1.09,0.03,36.333333333333336
1982-06-07,1.11,0.03,37.00000000000001
1982-06-08,1.12,0.03,37.333333333333336
1982-06-09,1.09,0.03,36.333333333333336
1982-06-10,1.09,0.03,36.333333333333336
1982-06-11,1.11,0.03,37.00000000000001
1982-06-14,1.09,0.03,36.333333333333336
1982-06-15,1.09,0.03,36.333333333333336
1982-06-16,1.09,0.03,36.333333333333336
1982-06-17,1.05,0.03,35.0
1982-06-18,1.03,0.03,34.333333333333336
1982-06-21,1.09,0.03,36.333333333333336
1982-06-22,1.08,0.03,36.00000000000001
1982-06-23,1.14,0.03,38.0
1982-06-24,1.13,0.03,37.666666666666664
1982-06-25,1.12,0.03,37.333333333333336
1982-06-28,1.13,0.03,37.666666666666664
1982-06-29,1.13,0.03,37.666666666666664
1982-06-30,1.15,0.03,38.33333333333333
1982-07-01,1.16,0.03,38.666666666666664
1982-07-02,1.18,0.03,39.333333333333336
1982-07-06,1.16,0.03,38.666666666666664
1982-07-07,1.14,0.03,38.0
1982-07-08,1.15,0.03,38.33333333333333
1982-07-09,1.18,0.03,39.333333333333336
1982-07-12,1.19,0.03,39.666666666666664
1982-07-13,1.21,0.03,40.333333333333336
1982-07-14,1.2,0.03,40.0
1982-07-15,1.2,0.03,40.0
1982-07-16,1.18,0.03,39.333333333333336
1982-07-19,1.22,0.03,40.666666666666664
1982-07-20,1.23,0.03,41.0
1982-07-21,1.25,0.03,41.66666666666667
1982-07-22,1.3,0.03,43.333333333333336
1982-07-23,1.23,0.03,41.0
1982-07-26,1.19,0.03,39.666666666666664
1982-07-27,1.19,0.03,39.666666666666664
1982-07-28,1.18,0.03,39.333333333333336
1982-07-29,1.16,0.03,38.666666666666664
1982-07-30,1.16,0.03,38.666666666666664
1982-08-02,1.2,0.03,40.0
1982-08-03,1.2,0.03,40.0
1982-08-04,1.19,0.03,39.666666666666664
1982-08-05,1.14,0.03,38.0
1982-08-06,1.13,0.03,37.666666666666664
1982-08-09,1.16,0.03,38.666666666666664
1982-08-10,1.13,0.03,37.666666666666664
1982-08-11,1.14,0.03,38.0
1982-08-12,1.13,0.03,37.666666666666664
1982-08-13,1.13,0.03,37.666666666666664
1982-08-16,1.1,0.03,36.66666666666667
1982-08-17,1.13,0.03,37.666666666666664
1982-08-18,1.2,0.03,40.0
1982-08-19,1.19,0.03,39.666666666666664
1982-08-20,1.22,0.03,40.666666666666664
1982-08-23,1.27,0.03,42.333333333333336
1982-08-24,1.27,0.03,42.333333333333336
1982-08-25,1.31,0.03,43.66666666666667
1982-08-26,1.31,0.03,43.66666666666667
1982-08-27,1.37,0.03,45.66666666666667
1982-08-30,1.35,0.03,45.00000000000001
1982-08-31,1.37,0.03,45.66666666666667
1982-09-01,1.38,0.03,46.0
1982-09-02,1.36,0.03,45.333333333333336
1982-09-03,1.36,0.03,45.333333333333336
1982-09-07,1.32,0.03,44.00000000000001
1982-09-08,1.35,0.03,45.00000000000001
1982-09-09,1.34,0.03,44.66666666666667
1982-09-10,1.31,0.03,43.66666666666667
1982-09-13,1.27,0.03,42.333333333333336
1982-09-14,1.28,0.03,42.66666666666667
