date,PLD,dcf,Deviation
2011-03-17,33.45,33.972019986917864,-0.015366174490621498
2011-03-18,33.39,34.94201998691787,-0.044417008160917426
2011-03-21,34.36,34.722019986917864,-0.0104262363495633
2011-03-22,34.14,34.52201998691787,-0.011065980121169994
2011-03-23,33.94,35.12201998691787,-0.0336546698441077
2011-03-24,34.54,35.362019986917865,-0.023245843626070295
2011-03-25,34.78,35.24201998691787,-0.01310991785060478
2011-03-28,34.66,35.402019986917864,-0.02095982057498602
2011-03-29,34.82,36.23201998691787,-0.03897160543154099
2011-03-30,35.65,36.55201998691787,-0.02467770556157245
2011-03-31,35.97,36.637278564367904,-0.01821310398903031
2011-04-01,36.04,36.777278564367904,-0.020047121297393278
2011-04-04,36.18,36.64727856436791,-0.012750702990050766
2011-04-05,36.05,36.75727856436791,-0.019241864250895357
2011-04-06,36.16,36.04727856436791,0.0031270442630171313
2011-04-07,35.45,35.65727856436791,-0.005813078639575031
2011-04-08,35.06,35.83727856436791,-0.02168910686038339
2011-04-11,35.24,35.767278564367906,-0.014741925735809014
2011-04-12,35.17,35.53727856436791,-0.01033502224157834
2011-04-13,34.94,36.387278564367904,-0.039774300839996
2011-04-14,35.79,37.00727856436791,-0.03289295002470016
2011-04-15,36.41,36.417278564367905,-0.00019986568614793754
2011-04-18,35.82,36.71727856436791,-0.024437501891511837
2011-04-19,36.12,36.28727856436791,-0.004609840445080171
2011-04-20,35.69,36.53727856436791,-0.023189427282474195
2011-04-21,35.94,36.89727856436791,-0.0259444219632059
2011-04-25,36.3,37.11727856436791,-0.022018817003261804
2011-04-26,36.52,36.847278564367905,-0.008882028120372198
2011-04-27,36.25,37.53727856436791,-0.03429333754604824
2011-04-28,36.94,36.99727856436791,-0.0015481831796968493
2011-04-29,36.4,36.957278564367904,-0.015078993530254214
2011-05-02,36.36,36.667278564367905,-0.008380184633241639
2011-05-03,36.07,36.267278564367906,-0.005439574519432777
2011-05-04,35.67,36.527278564367904,-0.02346954380565791
2011-05-05,35.93,36.127278564367906,-0.005460653893882839
2011-05-06,35.53,36.04727856436791,-0.014350003244883669
2011-05-09,35.45,37.18727856436791,-0.04671701268380879
2011-05-10,36.59,36.21727856436791,0.010291260150032233
2011-05-11,35.62,35.97727856436791,-0.009930672319438894
2011-05-12,35.38,35.447278564367906,-0.001897989552166468
2011-05-13,34.85,35.36727856436791,-0.014625908053017667
2011-05-16,34.77,35.447278564367906,-0.019106644904715253
2011-05-17,34.85,35.887278564367904,-0.02890379560287426
2011-05-18,35.29,36.33727856436791,-0.028821051155846877
2011-05-19,35.74,35.90727856436791,-0.004658625522623194
2011-05-20,35.31,35.517278564367906,-0.005835992304203508
2011-05-23,34.92,35.667278564367905,-0.020951376007544487
2011-05-24,35.07,36.017278564367906,-0.02630067018181248
2011-05-25,35.42,36.75727856436791,-0.036381326817384374
2011-05-26,36.16,37.08727856436791,-0.025002604673690088
2011-05-27,36.49,37.58727856436791,-0.029192817524387293
2011-05-31,36.99,36.237278564367905,0.02077201891127234
2011-06-01,35.64,34.667278564367905,0.028058776919163364
2011-06-02,34.07,34.597278564367905,-0.015240463592733344
2011-06-03,34.0,33.50727856436791,0.014704907612403284
2011-06-06,32.91,34.707278564367904,-0.051783909275245676
2011-06-07,34.11,34.29727856436791,-0.005460449697675895
2011-06-08,33.7,33.267278564367906,0.013007419130928843
2011-06-09,32.67,32.68727856436791,-0.0005286021084282
2011-06-10,32.09,33.42727856436791,-0.040005606851686415
2011-06-13,32.83,34.03727856436791,-0.03546930351922306
2011-06-14,33.44,33.527278564367904,-0.002603210523047461
2011-06-15,32.93,33.767278564367906,-0.02479555948732637
2011-06-16,33.17,34.29727856436791,-0.03286787207481401
2011-06-17,33.7,34.667278564367905,-0.027901773788557516
2011-06-20,34.07,34.85727856436791,-0.022585772521343306
2011-06-21,34.26,34.86727856436791,-0.01741686157830824
2011-06-22,34.27,34.42727856436791,-0.00456842861029072
2011-06-23,33.83,34.75727856436791,-0.02667868724677791
2011-06-24,34.16,34.96727856436791,-0.023086685538935225
2011-06-27,34.37,35.027278564367904,-0.018764762531010226
2011-06-28,34.43,35.99727856436791,-0.04353880701190804
2011-06-29,35.4,36.43727856436791,-0.028467509244289868
2011-06-30,35.84,72.51566365425624,-0.5057619527433449
2011-07-01,36.2,72.51566365425624,-0.5007975080722401
2011-07-05,36.2,72.31566365425624,-0.49941688742464574
2011-07-06,36.0,73.57566365425625,-0.5107077773818021
2011-07-07,37.26,73.09566365425624,-0.49025703937458665
2011-07-08,36.78,72.03566365425624,-0.4894195717203357
2011-07-11,35.72,71.98566365425624,-0.5037900855986898
2011-07-12,35.67,71.15566365425624,-0.4987046966026524
2011-07-13,34.84,70.91566365425624,-0.5087122053900575
2011-07-14,34.6,71.10566365425623,-0.5134002240913067
2011-07-15,34.79,70.71566365425625,-0.508029788561476
2011-07-18,34.4,71.40566365425624,-0.5182454970720025
2011-07-19,35.09,71.43566365425625,-0.5087887729323379
2011-07-20,35.12,71.78566365425624,-0.5107658240905919
2011-07-21,35.47,72.16566365425624,-0.5084920140146452
2011-07-22,35.85,71.76566365425624,-0.5004574865674801
2011-07-25,35.45,72.13566365425623,-0.5085648595414518
2011-07-26,35.82,70.56566365425624,-0.49238768339934
2011-07-27,34.25,71.60566365425623,-0.5216858799692978
2011-07-28,35.29,71.94566365425624,-0.5094909379168362
2011-07-29,35.63,70.69566365425624,-0.4960086919297928
2011-08-01,34.38,68.96566365425625,-0.5014910583278607
2011-08-02,32.65,68.56566365425624,-0.5238141329071313
2011-08-03,32.25,66.10566365425623,-0.512144675399177
2011-08-04,29.79,65.07566365425625,-0.5422251833147214
2011-08-05,28.76,61.60566365425624,-0.5331598055430895
2011-08-08,25.29,63.90566365425624,-0.6042604277325951
2011-08-09,27.59,62.71566365425624,-0.5600780029674838
2011-08-10,26.4,64.02566365425623,-0.5876653439695348
2011-08-11,27.71,64.07566365425625,-0.5675425205188748
2011-08-12,27.76,65.71566365425625,-0.5775740750934035
2011-08-15,29.4,65.41566365425624,-0.5505663573882109
2011-08-16,29.1,65.66566365425624,-0.5568460230110865
2011-08-17,29.35,64.00566365425624,-0.541446829478374
2011-08-18,27.69,62.93566365425624,-0.5600268847228185
2011-08-19,26.62,62.50566365425624,-0.5741185927207197
2011-08-22,26.19,62.35566365425624,-0.5799900367476509
2011-08-23,26.04,62.01566365425624,-0.5801060818251385
2011-08-24,25.7,61.31566365425624,-0.5808575090222312
2011-08-25,25.0,61.45566365425624,-0.5932026681764004
2011-08-26,25.14,62.74566365425624,-0.5993348617917651
2011-08-29,26.43,63.05566365425624,-0.5808465335497903
2011-08-30,26.74,63.54566365425624,-0.5792002402321441
2011-08-31,27.23,63.73566365425624,-0.5727666672192627
2011-09-01,27.42,62.46566365425624,-0.5610388428470385
2011-09-02,26.15,61.91566365425624,-0.577651300872354
2011-09-06,25.6,63.43566365425624,-0.59644152003315
2011-09-07,27.12,63.13566365425624,-0.5704488013539439
2011-09-08,26.82,61.96566365425624,-0.5671796537249252
2011-09-09,25.65,61.88566365425624,-0.5855259766898226
2011-09-12,25.57,62.21566365425624,-0.5890102508253043
2011-09-13,25.9,62.875663654256236,-0.5880759184917684
2011-09-14,26.56,63.70566365425624,-0.5830825946002762
2011-09-15,27.39,64.63566365425623,-0.5762401366138619
2011-09-16,28.32,64.22566365425624,-0.5590547704971324
2011-09-19,27.91,64.58566365425624,-0.5678607539064792
2011-09-20,28.27,63.00566365425624,-0.5513101781590349
2011-09-21,26.69,61.445663654256236,-0.5656324887272784
2011-09-22,25.13,61.82566365425624,-0.5935344885170515
2011-09-23,25.51,62.36566365425624,-0.5909608187379718
2011-09-26,26.05,62.59566365425624,-0.5838369867937536
2011-09-27,26.28,61.36566365425624,-0.5717474816525143
2011-09-28,25.05,61.74566365425624,-0.5943034940839402
2011-09-29,25.43,60.56566365425624,-0.5801251325310474
2011-09-30,24.25,58.896329933738706,-0.5882595736053087
2011-10-03,22.63,59.8063299337387,-0.6216119593850269
2011-10-04,23.54,59.476329933738704,-0.6042122971234876
2011-10-05,23.21,60.7463299337387,-0.6179193043379383
2011-10-06,24.48,59.786329933738706,-0.5905418508356136
2011-10-07,23.52,60.8463299337387,-0.6134524460947252
2011-10-10,24.58,60.726329933738704,-0.5952332369365914
2011-10-11,24.46,61.146329933738706,-0.5999759915843501
2011-10-12,24.88,60.9863299337387,-0.5920397238687427
2011-10-13,24.72,62.046329933738704,-0.6015880387059268
2011-10-14,25.78,61.616329933738704,-0.5816044216245363
2011-10-17,25.35,63.256329933738705,-0.5992495924668054
2011-10-18,26.99,62.4863299337387,-0.5680655268341006
2011-10-19,26.22,62.60632993373871,-0.5811925083653566
2011-10-20,26.34,63.866329933738704,-0.5875761136215634
2011-10-21,27.6,64.88632993373871,-0.5746407597997166
2011-10-24,28.62,63.716329933738706,-0.5508215864007995
2011-10-25,27.45,63.976329933738704,-0.5709350625703224
2011-10-26,27.71,65.8963299337387,-0.5794909970272476
2011-10-27,29.63,66.19632993373871,-0.5523921034646622
2011-10-28,29.93,66.02632993373871,-0.5466959918863201
2011-10-31,29.76,64.02632993373871,-0.5351912247539593
2011-11-01,27.76,64.5363299337387,-0.5698546845086792
2011-11-02,28.27,65.5163299337387,-0.5685045235502133
2011-11-03,29.25,65.5363299337387,-0.5536826668570918
2011-11-04,29.27,65.6763299337387,-0.5543295426292745
2011-11-07,29.41,65.9863299337387,-0.5543016253588804
2011-11-08,29.72,63.9163299337387,-0.5350171070396192
2011-11-09,27.65,63.506329933738705,-0.5646103305158796
2011-11-10,27.24,64.7463299337387,-0.5792811727262785
2011-11-11,28.48,64.2363299337387,-0.5566371860070805
2011-11-14,27.97,64.3963299337387,-0.5656584772955224
2011-11-15,28.13,64.1863299337387,-0.561744688798388
2011-11-16,27.92,63.716329933738706,-0.5618077810031559
2011-11-17,27.45,63.8063299337387,-0.5697918995105008
2011-11-18,27.54,62.476329933738704,-0.5591930571272602
2011-11-21,26.21,61.9463299337387,-0.5768918025000722
2011-11-22,25.68,61.186329933738705,-0.5802984093373476
2011-11-23,24.92,61.476329933738704,-0.5946407336472488
2011-11-25,25.21,62.42632993373871,-0.5961639899901421
2011-11-28,26.16,62.326329933738705,-0.5802736976842434
2011-11-29,26.06,64.08632993373871,-0.5933610174440568
2011-11-30,27.82,63.7663299337387,-0.5637195989026105
2011-12-01,27.5,64.0663299337387,-0.5707573693008141
2011-12-02,27.8,64.7663299337387,-0.5707646237104729
2011-12-05,28.5,64.63632993373871,-0.55907150004933
2011-12-06,28.37,65.1063299337387,-0.564251278963608
2011-12-07,28.84,64.2063299337387,-0.5508231037381666
2011-12-08,27.94,64.9663299337387,-0.5699310700096969
2011-12-09,28.7,63.826329933738705,-0.5503423112405977
2011-12-12,27.56,63.366329933738704,-0.5650687040133284
2011-12-13,27.1,63.2363299337387,-0.5714488802813769
2011-12-14,26.97,63.506329933738705,-0.575317924557442
2011-12-15,27.24,63.7763299337387,-0.5728822898981272
2011-12-16,27.51,63.116329933738704,-0.5641381552304963
2011-12-19,26.85,64.5163299337387,-0.5838262959536569
2011-12-20,28.25,64.52632993373871,-0.5621942232107486
2011-12-21,28.26,65.05632993373871,-0.5656072202538411
2011-12-22,28.79,65.1863299337387,-0.5583429834251328
2011-12-23,28.92,65.2663299337387,-0.5568925044604027
2011-12-27,29.0,64.7463299337387,-0.5520981647966988
2011-12-28,28.48,64.83632993373871,-0.560740096962522
2011-12-29,28.57,64.8563299337387,-0.5594878706644533
2011-12-30,28.59,60.333750840663924,-0.5261358758300367
2012-01-03,29.24,59.59375084066392,-0.5093445271102482
2012-01-04,28.5,60.333750840663924,-0.527627578214622
2012-01-05,29.24,59.88375084066392,-0.5117206322329322
2012-01-06,28.79,59.623750840663924,-0.5171387308903591
2012-01-09,28.53,60.403750840663925,-0.5276783378029308
2012-01-10,29.31,60.71375084066392,-0.5172428058855952
2012-01-11,29.62,60.81375084066392,-0.5129391035654687
2012-01-12,29.72,60.66375084066392,-0.5100863433574867
2012-01-13,29.57,61.63375084066392,-0.5202303997943496
2012-01-17,30.54,61.82375084066392,-0.5060150899173099
2012-01-18,30.73,62.39375084066392,-0.5074827272610077
2012-01-19,31.3,62.873750840663924,-0.5021769883059599
2012-01-20,31.78,62.903750840663925,-0.49478370406719974
2012-01-23,31.81,63.27375084066392,-0.4972638799285979
2012-01-24,32.18,63.46375084066392,-0.4929388891496008
2012-01-25,32.37,63.64375084066392,-0.49138761351384985
2012-01-26,32.55,63.613750840663926,-0.48831817696885427
2012-01-27,32.52,62.693750840663924,-0.48128801413318634
2012-01-30,31.6,62.80375084066392,-0.4968453384230077
2012-01-31,31.71,63.63375084066392,-0.5016795398498444
2012-02-01,32.54,63.903750840663925,-0.4907967126822579
2012-02-02,32.81,64.25375084066393,-0.4893683314867945
2012-02-03,33.16,64.07375084066392,-0.48247137767131854
2012-02-06,32.98,64.38375084066392,-0.48775895207443765
2012-02-07,33.29,65.27375084066392,-0.48999407003188244
2012-02-08,34.18,65.21375084066392,-0.47587740991142136
2012-02-09,34.12,64.16375084066392,-0.4682355761163456
2012-02-10,33.07,64.84375084066393,-0.49000482588891836
2012-02-13,33.75,64.48375084066392,-0.4766123316338322
2012-02-14,33.39,64.35375084066392,-0.48114912396215004
2012-02-15,33.26,64.95375084066393,-0.4879433509299703
2012-02-16,33.86,65.09375084066393,-0.47982717906543293
2012-02-17,34.0,64.75375084066393,-0.4749338909546418
2012-02-21,33.66,64.00375084066393,-0.4740933217524095
2012-02-22,32.91,64.75375084066393,-0.49176689268580187
2012-02-23,33.66,64.97375084066393,-0.4819446381886602
2012-02-24,33.88,64.98375084066392,-0.4786388972364547
2012-02-27,33.89,64.68375084066392,-0.47606625219552356
2012-02-28,33.59,64.75375084066393,-0.4812655705048946
2012-02-29,33.66,64.89375084066393,-0.4813059876497713
2012-03-01,33.8,64.83375084066392,-0.478666596306186
2012-03-02,33.74,65.56375084066393,-0.48538636720164907
2012-03-05,34.47,64.78375084066393,-0.467922132437512
2012-03-06,33.69,65.30375084066392,-0.4841031400753537
2012-03-07,34.21,64.69375084066392,-0.4712008570308934
2012-03-08,33.6,65.23375084066392,-0.48492920356412794
2012-03-09,34.14,65.08375084066392,-0.4754451063587205
2012-03-12,33.99,66.01375084066392,-0.4851072758758854
2012-03-13,34.92,65.92375084066393,-0.4702971303255973
2012-03-14,34.83,66.09375084066393,-0.4730212832985268
2012-03-15,35.0,66.35375084066392,-0.47252416696011756
2012-03-16,35.26,66.57375084066392,-0.4703618234701772
2012-03-19,35.48,66.37375084066392,-0.46545133353736645
2012-03-20,35.28,66.51375084066392,-0.46958336352862573
2012-03-21,35.42,66.12375084066392,-0.46433770695569987
2012-03-22,35.03,66.29375084066392,-0.47159423692597957
2012-03-23,35.2,66.80375084066392,-0.4730834787412339
2012-03-26,35.71,66.54375084066392,-0.4633605778323794
2012-03-27,35.45,66.14375084066393,-0.4640461185003435
2012-03-28,35.05,66.40375084066392,-0.4721683706677561
2012-03-29,35.31,67.11375084066393,-0.4738783102164835
2012-03-30,36.02,62.97646484928808,-0.42804029908313923
2012-04-02,36.25,62.87646484928808,-0.42347267635212094
2012-04-03,36.15,62.44646484928808,-0.42110413956584236
2012-04-04,35.72,62.20646484928808,-0.42578315474860495
2012-04-05,35.48,61.63646484928808,-0.42436672695692734
2012-04-09,34.91,59.85646484928808,-0.41677143667105143
2012-04-10,33.13,60.10646484928808,-0.4488113702399451
2012-04-11,33.38,60.60646484928808,-0.44923367361869637
2012-04-12,33.88,60.20646484928808,-0.4372697336604938
2012-04-13,33.48,60.73646484928808,-0.4487660735099167
2012-04-16,34.01,61.40646484928808,-0.4461495205191852
2012-04-17,34.68,60.90646484928808,-0.4306023164237981
2012-04-18,34.18,61.08646484928808,-0.4404652473452416
2012-04-19,34.36,61.50646484928808,-0.4413595370146248
2012-04-20,34.78,60.22646484928808,-0.4225130084086095
2012-04-23,33.5,60.61646484928808,-0.4473448743127513
2012-04-24,33.89,61.40646484928808,-0.4481037121551069
2012-04-25,34.68,61.74646484928808,-0.4383484125828485
2012-04-26,35.02,62.12646484928808,-0.43631107797691937
2012-04-27,35.4,62.48646484928808,-0.43347731248068333
2012-04-30,35.76,62.66646484928808,-0.42935986438676144
2012-05-01,35.94,62.62646484928808,-0.42612120791920194
2012-05-02,35.9,62.57646484928808,-0.4263018838398247
2012-05-03,35.85,61.76646484928808,-0.41958795784290037
2012-05-04,35.04,62.15646484928808,-0.4362613754665403
2012-05-07,35.43,61.75646484928808,-0.4262948812490449
2012-05-08,35.03,61.31646484928808,-0.428701571656137
2012-05-09,34.59,61.32646484928808,-0.4359694450836824
2012-05-10,34.6,61.35646484928808,-0.4360822435746725
2012-05-11,34.63,60.48646484928808,-0.42747521968284463
2012-05-14,33.76,60.20646484928808,-0.43926287509971285
2012-05-15,33.48,59.82646484928808,-0.44038144181941574
2012-05-16,33.1,58.76646484928808,-0.436753596036652
2012-05-17,32.04,57.65646484928808,-0.44429475369758786
2012-05-18,30.93,58.92646484928808,-0.47510850889990763
2012-05-21,32.2,58.52646484928808,-0.449821545126321
2012-05-22,31.8,58.68646484928808,-0.45813740729374053
2012-05-23,31.96,58.50646484928808,-0.4537355814895232
2012-05-24,31.78,58.22646484928808,-0.4542000775376187
2012-05-25,31.5,59.04646484928808,-0.4665218302162285
2012-05-29,32.32,58.51646484928808,-0.44767681910994306
2012-05-30,31.79,58.70646484928808,-0.458492346939785
2012-05-31,31.98,57.28646484928808,-0.4417529501229569
2012-06-01,30.56,57.14646484928808,-0.46523376239290315
2012-06-04,30.42,57.88646484928808,-0.47448855135305223
2012-06-05,31.16,58.72646484928808,-0.4694044656022277
2012-06-06,32.0,58.44646484928808,-0.45249041011263513
2012-06-07,31.72,58.59646484928808,-0.4586704149886035
2012-06-08,31.87,57.96646484928808,-0.4501993509029486
2012-06-11,31.24,58.74646484928808,-0.4682233206688252
2012-06-12,32.02,58.47646484928808,-0.45242927932587174
2012-06-13,31.75,58.48646484928808,-0.4571393555446449
2012-06-14,31.76,58.47646484928808,-0.456875512535593
2012-06-15,31.75,58.57646484928808,-0.4579734355480505
2012-06-18,31.85,59.00646484928808,-0.46022863627994015
2012-06-19,32.28,59.18646484928808,-0.4546050337319939
2012-06-20,32.46,58.33646484928808,-0.44357272790080393
2012-06-21,31.61,58.26646484928808,-0.4574924001007722
2012-06-22,31.54,57.62646484928808,-0.4526820258281097
2012-06-25,30.9,57.89646484928808,-0.46628865716695034
2012-06-26,31.17,57.88646484928808,-0.46153215469015907
2012-06-27,31.16,58.28646484928808,-0.46539904108834296
2012-06-28,31.56,59.95646484928808,-0.4736180647185916
2012-06-29,33.23,60.738262433935304,-0.4528984092005579
2012-07-02,33.35,60.8982624339353,-0.452365327562846
2012-07-03,33.51,60.488262433935304,-0.44600822289118824
2012-07-05,33.1,60.4682624339353,-0.45260540541968675
2012-07-06,33.08,60.088262433935306,-0.44947650905415737
2012-07-09,32.7,59.738262433935304,-0.45261213387043164
2012-07-10,32.35,60.00826243393531,-0.4609075702597625
2012-07-11,32.62,59.86826243393531,-0.45513701794842965
2012-07-12,32.48,60.1782624339353,-0.4602702257205069
2012-07-13,32.79,60.0782624339353,-0.4542119117366731
2012-07-16,32.69,60.43826243393531,-0.45911747486564103
2012-07-17,33.05,60.43826243393531,-0.4531609833071103
2012-07-18,33.05,60.0682624339353,-0.44979264155760657
2012-07-19,32.68,59.4982624339353,-0.4507402626036907
2012-07-20,32.11,58.8182624339353,-0.45408111917508676
2012-07-23,31.43,58.738262433935304,-0.4649143727165871
2012-07-24,31.35,59.0682624339353,-0.4692581310468832
2012-07-25,31.68,59.6382624339353,-0.4687974010796552
2012-07-26,32.25,59.908262433935306,-0.4616769258570277
2012-07-27,32.52,59.6482624339353,-0.4548039008509557
2012-07-30,32.26,59.7182624339353,-0.4597967408095913
2012-07-31,32.33,59.7782624339353,-0.45916795363983853
2012-08-01,32.39,59.738262433935304,-0.4578014378001003
2012-08-02,32.35,61.04826243393531,-0.47009138818638363
2012-08-03,33.66,61.3182624339353,-0.4510607661744248
2012-08-06,33.93,61.1482624339353,-0.44511914730761093
2012-08-07,33.76,60.8282624339353,-0.44499483218567604
2012-08-08,33.44,60.6382624339353,-0.4485330110434398
2012-08-09,33.25,60.588262433935306,-0.45121383805559057
2012-08-10,33.2,60.348262433935304,-0.44985988558751233
2012-08-13,32.96,60.5782624339353,-0.4559104425296927
2012-08-14,33.19,60.698262433935305,-0.45319686809611104
2012-08-15,33.31,61.128262433935305,-0.4550802088313902
2012-08-16,33.74,61.18826243393531,-0.44858705480599437
2012-08-17,33.8,61.128262433935305,-0.4470642767487538
2012-08-20,33.74,61.058262433935305,-0.44741303379691666
2012-08-21,33.67,60.61826243393531,-0.4445568274627604
2012-08-22,33.23,60.29826243393531,-0.44890617641913244
2012-08-23,32.91,60.8182624339353,-0.4588796410330047
2012-08-24,33.43,61.128262433935305,-0.4531171234233976
2012-08-27,33.74,61.29826243393531,-0.44957656774751886
2012-08-28,33.91,61.6382624339353,-0.4498547061357354
2012-08-29,34.25,61.4582624339353,-0.4427112215087904
2012-08-30,34.07,61.558262433935305,-0.44654058362085625
2012-08-31,34.17,61.848262433935304,-0.44751883633756884
2012-09-04,34.46,61.9682624339353,-0.44390888744479495
2012-09-05,34.58,62.7482624339353,-0.4489090429172018
2012-09-06,35.36,63.11826243393531,-0.43978178998494066
2012-09-07,35.73,63.11826243393531,-0.43391977817200034
2012-09-10,35.73,63.5682624339353,-0.437927062468741
2012-09-11,36.18,63.4582624339353,-0.42986147725576274
2012-09-12,36.07,64.2982624339353,-0.4390206105948674
2012-09-13,36.91,64.27826243393531,-0.4257778819404803
2012-09-14,36.89,64.0582624339353,-0.4241180044799767
2012-09-17,36.67,63.6082624339353,-0.42350256716906653
2012-09-18,36.22,63.1382624339353,-0.42633834692713024
2012-09-19,35.75,62.698262433935305,-0.4298087600486614
2012-09-20,35.31,62.378262433935305,-0.43393742271361346
2012-09-21,34.99,62.238262433935304,-0.4378056418727756
2012-09-24,34.85,61.658262433935306,-0.43478783500685625
2012-09-25,34.27,61.338262433935306,-0.4412949007658852
2012-09-26,33.95,62.1482624339353,-0.4537256767863872
2012-09-27,34.76,62.418262433935304,-0.4431117008937784
2012-09-28,35.03,61.973433102908345,-0.43475779465320463
2012-10-01,34.58,62.23343310290834,-0.44435011414493253
2012-10-02,34.84,62.21343310290835,-0.43999232541353983
2012-10-03,34.82,62.35343310290835,-0.4415704434023233
2012-10-04,34.96,62.293433102908345,-0.4387851454222099
2012-10-05,34.9,62.23343310290834,-0.43920818344876067
2012-10-08,34.84,61.99343310290835,-0.4380049909130532
2012-10-09,34.6,62.223433102908345,-0.4439393926918702
2012-10-10,34.83,62.223433102908345,-0.44024303605369486
2012-10-11,34.83,62.23343310290834,-0.4403329807885483
2012-10-12,34.84,62.833433102908344,-0.44551812181041917
2012-10-15,35.44,63.363433102908346,-0.44068687152032926
2012-10-16,35.97,63.53343310290835,-0.43384139273982636
2012-10-17,36.14,63.77343310290834,-0.4333063433846741
2012-10-18,36.38,62.96343310290835,-0.4222043143590979
2012-10-19,35.57,62.55343310290834,-0.4313661419432754
2012-10-22,35.16,62.16343310290834,-0.43439417282835013
2012-10-23,34.77,61.943433102908344,-0.4386814185414031
2012-10-24,34.55,61.67343310290835,-0.4397911991967459
2012-10-25,34.28,61.30343310290834,-0.44081435141723413
2012-10-26,33.91,61.683433102908346,-0.4502575765614908
2012-10-31,34.29,61.653433102908345,-0.4438265920607355
2012-11-01,34.26,61.763433102908344,-0.4453028551227547
2012-11-02,34.37,61.573433102908346,-0.44180471563836554
2012-11-05,34.18,61.793433102908345,-0.44686679014778197
2012-11-06,34.4,61.543433102908345,-0.44104515680041967
2012-11-07,34.15,60.98343310290834,-0.44001184809696514
2012-11-08,33.59,60.78343310290835,-0.44738231644252424
2012-11-09,33.39,60.73343310290834,-0.45022044211755496
2012-11-12,33.34,60.763433102908344,-0.45131474149040074
2012-11-13,33.37,60.24343310290835,-0.446080704879533
2012-11-14,32.85,59.99343310290835,-0.45244007050485824
2012-11-15,32.6,60.073433102908346,-0.4573308313484462
2012-11-16,32.68,60.73343310290834,-0.46191087296800526
2012-11-19,33.34,60.793433102908345,-0.45158550359273875
2012-11-20,33.4,61.293433102908345,-0.45508028659573996
2012-11-21,33.9,61.48343310290834,-0.44863196003938777
2012-11-23,34.09,61.693433102908344,-0.44742903279290946
2012-11-26,34.3,61.34343310290834,-0.44085294439815426
2012-11-27,33.95,61.253433102908346,-0.4457453520529605
2012-11-28,33.86,61.41343310290834,-0.4486548253496595
2012-11-29,34.02,61.333433102908344,-0.44532698923082426
2012-11-30,33.94,61.35343310290835,-0.4468117221236454
2012-12-03,33.96,61.653433102908345,-0.44917909204965223
2012-12-04,34.26,61.693433102908344,-0.44467347208815133
2012-12-05,34.3,62.30343310290834,-0.449468539825956
2012-12-06,34.91,62.63343310290834,-0.4426299458526891
2012-12-07,35.24,62.573433102908346,-0.43682169488696176
2012-12-10,35.18,62.62343310290834,-0.4382294572993287
2012-12-11,35.23,62.66343310290834,-0.43779013923249444
2012-12-12,35.27,62.41343310290834,-0.43489729299386204
2012-12-13,35.02,62.49343310290835,-0.4396211207930866
2012-12-14,35.1,62.63343310290834,-0.4395964222122425
2012-12-17,35.24,63.223433102908345,-0.4426117300109266
2012-12-18,35.83,63.03343310290835,-0.4315714972798014
2012-12-19,35.64,63.973433102908345,-0.44289374086475686
2012-12-20,36.58,63.85343310290835,-0.4271255557857565
2012-12-21,36.46,63.91343310290834,-0.42954089258051587
2012-12-24,36.52,63.46343310290835,-0.4245505133518156
2012-12-26,36.07,63.67343310290835,-0.4335157028253206
2012-12-27,36.28,63.16343310290834,-0.4256170347661249
2012-12-28,35.77,63.88343310290834,-0.44007392429303327
2012-12-31,36.49,63.20721523391209,-0.42269249064429115
2013-01-02,37.35,63.25721523391209,-0.4095535210981478
2013-01-03,37.4,63.56721523391209,-0.4116463988177399
2013-01-04,37.71,63.81721523391209,-0.40909361428918745
2013-01-07,37.96,63.69721523391209,-0.4040555798145744
2013-01-08,37.84,64.07721523391209,-0.40946247645335176
2013-01-09,38.22,63.897215233912085,-0.4018518669383959
2013-01-10,38.04,64.13721523391209,-0.40689660657598015
2013-01-11,38.28,64.15721523391208,-0.40334068646162125
2013-01-14,38.3,64.32721523391209,-0.4046065905273486
2013-01-15,38.47,64.30721523391209,-0.40177785867311144
2013-01-16,38.45,64.57721523391209,-0.4045887568746017
2013-01-17,38.72,65.35721523391209,-0.40756349759667787
2013-01-18,39.5,65.1772152339121,-0.3939599926409879
2013-01-22,39.32,65.49721523391209,-0.39966913311389873
2013-01-23,39.64,66.0372152339121,-0.39973241058711895
2013-01-24,40.18,66.49721523391209,-0.3957641705947845
2013-01-25,40.64,66.7872152339121,-0.3915003064933227
2013-01-28,40.93,66.5972152339121,-0.3854097373855663
2013-01-29,40.74,65.90721523391208,-0.3818582706702266
2013-01-30,40.05,65.75721523391209,-0.3909413612250182
2013-01-31,39.9,66.33721523391209,-0.39852766114301985
2013-02-01,40.48,66.11721523391209,-0.38775400844109575
2013-02-04,40.26,66.13721523391209,-0.39126557026010766
2013-02-05,40.28,65.76721523391208,-0.38753678627356414
2013-02-06,39.91,65.27721523391209,-0.3886074971643949
2013-02-07,39.42,65.32721523391209,-0.3965761458091873
2013-02-08,39.47,65.18721523391208,-0.39451317473266323
2013-02-11,39.33,65.4572152339121,-0.39914950766766044
2013-02-12,39.6,65.32721523391209,-0.39382078574438906
2013-02-13,39.47,65.0672152339121,-0.3933965076251057
2013-02-14,39.21,64.69721523391209,-0.3939460939974516
2013-02-15,38.84,65.51721523391208,-0.4071787107963618
