DE,dcf,Deviation
30.24,38.52286824774341,-0.21501172224445164
29.79,38.662868247743404,-0.2294932748105485
29.93,38.40286824774341,-0.2206311308073008
29.67,38.40286824774341,-0.22740145843810933
29.67,38.40286824774341,-0.22740145843810933
29.67,37.912868247743404,-0.21741610774157194
29.18,38.13286824774342,-0.23478087694788652
29.4,38.02286824774341,-0.2267811095038882
29.29,37.31286824774341,-0.21501612243997392
28.58,37.98286824774341,-0.24755550808888804
29.25,37.862868247743414,-0.22747532467397613
29.13,38.30286824774342,-0.23948254184029238
29.57,37.81286824774341,-0.21799108688972113
29.08,38.55286824774342,-0.24571111510744437
29.82,39.072868247743415,-0.23681057118907056
30.34,39.71629323561497,-0.23608178084471698
30.55,40.246293235614964,-0.24092388282443034
31.08,40.39629323561496,-0.2306224776931105
31.23,40.14629323561496,-0.22209505578226219
30.98,40.706293235614964,-0.23893831794797726
31.54,40.706293235614964,-0.22518123137763735
31.54,40.89629323561496,-0.22878096021345373
31.73,41.316293235614964,-0.23202210278030233
32.15,41.10629323561496,-0.21788131525941457
31.94,41.08629323561497,-0.2226117888796708
31.92,40.696293235614974,-0.21565338112746057
31.53,41.05629323561496,-0.23203003692869228
31.89,40.58629323561497,-0.21426675220450686
31.42,40.71629323561497,-0.22831875145951164
31.55,40.666293235614965,-0.22417320366025006
31.5,42.86629323561496,-0.26515689549222343
33.7,43.066293235614964,-0.21748547487874403
33.9,43.00629323561497,-0.21174327175153385
33.84,43.61629323561496,-0.22414314721343875
34.45,43.79629323561497,-0.21340375052595995
34.63,43.83629323561497,-0.2100153219190366
34.67,43.706293235614964,-0.20675039145739216
34.54,43.60629323561496,-0.20791249525905975
34.44,43.26629323561496,-0.203999293111376
34.1,43.96629323561497,-0.2244058461499493
34.8,43.63629323561496,-0.20249871335090808
34.47,43.72629323561496,-0.21168712348285068
34.56,43.72629323561496,-0.20962886531962044
34.56,43.166293235614965,-0.19937531324821323
34.0,43.816293235614964,-0.2240329455262099
34.65,44.02629323561497,-0.2129703081164699
34.86,44.126293235614966,-0.20999482521989876
34.96,44.17629323561497,-0.20862531825519448
35.01,43.876293235614966,-0.20207480126005906
34.71,44.15629323561496,-0.21392858284571548
34.99,44.02629323561497,-0.205247650245174
34.86,44.42629323561497,-0.21532953885844375
35.26,44.456293235614964,-0.2068614489938536
35.29,43.65629323561496,-0.19164002748611075
34.49,43.63629323561496,-0.20960289147910383
34.47,43.496293235614964,-0.2075186772059049
34.33,43.22629323561496,-0.20580745119928856
34.06,43.166293235614965,-0.21095842503571016
34.0,43.206293235614964,-0.2130775992610774
34.04,43.26629323561496,-0.2132443652006748
34.1,43.38629323561496,-0.21403748841101777
34.22,43.58629323561497,-0.214890795713769
34.42,43.59629323561496,-0.21048333595753044
34.43,43.746293235614964,-0.2129618888036514
34.58,43.80629323561496,-0.21061570277107788
34.64,43.96629323561497,-0.212123709989274
34.8,44.36629323561496,-0.2156207457948197
35.2,44.376293235614966,-0.20678368035143524
35.21,44.40629323561496,-0.20709436806221204
35.24,43.59629323561496,-0.19167439741845937
34.43,43.76629323561496,-0.21332154371294854
34.6,44.52629323561495,-0.22293104847261958
35.36,44.956293235614964,-0.21345828459034644
35.79,44.83629323561497,-0.20176273689880309
35.67,45.36629323561496,-0.21373342506199844
36.2,45.27629323561495,-0.20046458283107438
36.11,45.04629323561497,-0.19838021274855222
35.88,39.048999313931255,-0.08115443083328056
37.55,38.868999313931255,-0.03393448087711659
37.37,38.758999313931255,-0.0358368208291695
37.26,38.95899931393126,-0.043609932078612634
37.46,39.03899931393126,-0.040446715891300555
37.54,38.28899931393126,-0.019561736460914414
36.79,38.438999313931255,-0.04289912181282041
36.94,38.30899931393125,-0.03573571062800929
36.81,38.398999313931256,-0.04138126884350235
36.9,38.828999313931256,-0.049679346571240623
37.33,39.148999313931256,-0.04646349449049547
37.65,38.99899931393126,-0.034590613545547266
37.5,39.59899931393125,-0.05300637264317953
38.1,40.328999313931256,-0.055270384880620305
38.83,40.94899931393125,-0.05174727952901037
39.45,40.37899931393125,-0.023006991993749892
38.88,40.31899931393126,-0.03569035289608602
38.82,40.16899931393125,-0.03358309484855393
38.67,39.62899931393125,-0.02419943300445948
38.13,40.03899931393126,-0.04767849713134642
38.54,40.328999313931256,-0.04436012160890057
38.83,40.688999313931255,-0.045688007699289046
39.19,39.62899931393125,-0.011077728974522194
38.13,39.66899931393125,-0.03879602058403253
38.17,38.968999313931256,-0.02050345987831448
37.47,38.74899931393126,-0.03300728629323402
37.25,38.98899931393125,-0.044602306920708434
37.49,39.09899931393125,-0.04115193079527102
37.6,40.008999313931255,-0.06021143630784165
38.51,40.78899931393126,-0.055872891031010896
39.29,40.69899931393125,-0.03461999896024359
39.2,40.69899931393125,-0.03683135554190742
39.2,40.45899931393126,-0.03111790541734294
38.96,39.66899931393125,-0.01787288124715214
38.17,40.148999313931256,-0.0492913733280661
38.65,40.49899931393126,-0.045655432115707106
39.0,40.62899931393125,-0.04009449756181138
39.13,40.758999313931255,-0.03996661697664561
39.26,40.94899931393125,-0.0412464124210391
39.45,41.20899931393126,-0.04268483445888005
39.71,41.38899931393126,-0.04056631814642875
39.89,41.02899931393126,-0.0277608358228838
39.53,41.508999313931255,-0.04767639178589067
40.01,41.728999313931254,-0.041194357453890995
40.23,41.95899931393126,-0.04120687676546175
40.46,41.49899931393126,-0.025036731755179065
40.0,41.30899931393125,-0.031687993794848435
39.81,41.588999313931254,-0.04277571817736259
40.09,41.968999313931256,-0.04477112498861835
40.47,43.52899931393126,-0.07027497443416397
42.03,43.85899931393126,-0.04170180219662001
42.36,44.30899931393125,-0.043986534205444516
42.81,45.77899931393126,-0.06485505053466167
44.28,45.588999313931254,-0.028713052131662864
44.09,45.16899931393125,-0.023888049997124017
43.67,45.27899931393126,-0.035535222472025896
43.78,44.73899931393125,-0.021435421637439944
43.24,43.48899931393125,-0.005725570094952448
41.99,44.648999313931256,-0.05955339100067136
43.15,44.438999313931255,-0.029006038250892097
42.94,45.38899931393126,-0.05395578997000683
43.89,44.694352347093535,-0.017996733476457694
44.31,46.054352347093534,-0.03787595000678834
45.67,45.74435234709353,-0.0016253885622725672
45.36,45.34435234709353,0.00034508493553264685
44.96,45.56435234709353,-0.013263709807390334
45.18,45.984352347093534,-0.017491870735119153
45.6,45.83435234709353,-0.00511302844030237
45.45,45.78435234709353,-0.007302764589936395
45.4,44.694352347093535,0.015788295743194736
44.31,45.194352347093535,-0.019567762367777464
44.81,44.14435234709353,0.015078885916655516
43.76,45.03435234709353,-0.028297339268292587
44.65,43.60435234709353,0.023980350506826564
43.22,42.194352347093535,0.02430769986630965
41.81,42.46435234709353,-0.01540945077285083
42.08,42.02435234709353,0.00132417633582671
41.64,42.694352347093535,-0.024695358733209827
42.31,42.42435234709353,-0.002695441197498094
42.04,43.51435234709353,-0.03388197841790941
43.13,43.92435234709353,-0.018084554572745826
43.54,42.71435234709353,0.019329513560156997
42.33,43.18435234709353,-0.019783840689022947
42.8,43.53435234709353,-0.016868342067860365
43.15,44.26435234709353,-0.0251749384777048
43.88,42.92435234709353,0.022263531087876265
42.54,41.38435234709353,0.02792474902624953
41.0,40.67435234709353,0.008006216057911963
40.29,40.46435234709353,-0.004308788772843242
40.08,40.29435234709353,-0.005319662300242722
39.91,39.03435234709353,0.022432744499516932
38.65,39.14435234709353,-0.012628957115195072
38.76,39.21435234709353,-0.011586378963293176
38.83,40.54435234709353,-0.042283382218496035
40.16,40.78435234709353,-0.015308624782858105
40.4,39.81435234709353,0.014709460744228853
39.43,39.78435234709353,-0.008906827086238023
39.4,39.83435234709353,-0.010903964078763817
39.45,39.70435234709353,-0.006406157815394997
39.32,40.35435234709353,-0.025631741979078693
39.97,40.734352347093534,-0.01876431815045354
40.35,40.32435234709353,0.0006360338458930581
39.94,39.71435234709353,0.005681765900004132
39.33,41.59435234709353,-0.05443893748358264
41.21,42.124352347093534,-0.021706027419947316
41.74,42.14435234709353,-0.009594461050518754
41.76,41.26435234709353,0.012011521439555084
40.88,41.46435234709353,-0.014092884948545215
41.08,40.64435234709353,0.010718528596202814
40.26,41.31435234709353,-0.02552024386672269
40.93,41.51435234709353,-0.014075911439202282
41.13,40.35435234709353,0.019220916897265905
39.97,38.56435234709353,0.036449403849833084
38.18,37.374352347093534,0.021556163580427112
36.99,36.35435234709353,0.017484774500660105
35.97,36.804352347093534,-0.022669936947265046
36.42,38.124352347093534,-0.04470508329103373
37.74,36.29435234709353,0.03983120125911932
35.91,35.42435234709353,0.013709429269108675
35.04,36.67435234709353,-0.04456390481352446
36.29,36.194352347093535,0.0026426126371659198
35.81,36.734352347093534,-0.025163158951587383
36.35,36.66435234709353,-0.008573786988452015
36.28,37.34435234709353,-0.02850102572943325
36.96,36.67435234709353,0.0077887579364195325
36.29,36.39525602735576,-0.002892026017804139
35.7,36.99525602735576,-0.03501140866272123
36.3,37.39525602735576,-0.029288635610745573
36.7,37.255256027355756,-0.014904099087335254
36.56,37.225256027355755,-0.01787109340139592
36.53,36.825256027355756,-0.008017758984117385
36.13,35.88525602735575,0.0068201818724011876
35.19,35.725256027355755,-0.014982566589470947
35.03,35.23525602735575,-0.005825302566168311
34.54,35.02525602735575,-0.013854460534899582
34.33,35.195256027355754,-0.024584450435116256
34.5,36.615256027355755,-0.057769800265097704
35.92,37.005256027355756,-0.029327077930591527
36.31,37.06525602735575,-0.02037638770924277
36.37,36.825256027355756,-0.01236260318238036
36.13,37.27525602735575,-0.030724296742999258
36.58,37.39525602735576,-0.021801054838597067
36.7,37.325256027355756,-0.016751553610174885
36.63,37.64525602735576,-0.026969029686449653
36.95,38.295256027355755,-0.03512852940308808
37.6,38.075256027355756,-0.01248201790197545
37.38,38.085256027355754,-0.018517822929933425
37.39,39.74525602735576,-0.059258796212928844
39.05,40.23525602735575,-0.029458145526647272
39.54,41.91525602735575,-0.05666805484393456
41.22,41.17525602735576,0.00108667138862506
40.48,41.255256027355756,-0.01879169109607992
40.56,41.34525602735575,-0.018992651220642864
40.65,40.53525602735576,0.0028307203133688397
39.84,41.24525602735576,-0.03407073110235326
40.55,41.325256027355756,-0.018759860237588577
40.63,40.39525602735576,0.005811176750192493
39.7,41.13525602735575,-0.034891141224483335
40.44,41.30525602735575,-0.020947843218371842
40.61,40.67525602735576,-0.0016043175564001144
39.98,40.49525602735576,-0.012723861456949148
39.8,40.16525602735575,-0.009093830426650018
39.47,39.505256027355756,-0.0008924389031005342
38.81,40.155256027355755,-0.033501368449482594
39.46,42.10525602735576,-0.06282484128910504
41.41,42.52525602735575,-0.02622573340036638
41.83,43.085256027355754,-0.02913423623521627
42.39,42.655256027355755,-0.0062186012243283795
41.96,42.685256027355756,-0.016990785457417834
41.99,42.48525602735575,-0.011657127052191019
41.79,43.39525602735576,-0.03699150954067021
42.7,44.475256027355755,-0.03991558870990719
43.78,43.34525602735575,0.010029793626547656
42.65,44.695256027355754,-0.04576002486939457
44.0,44.295256027355755,-0.006665635416429505
43.6,44.38525602735575,-0.01769182151099402
43.69,45.77525602735575,-0.04555421877071719
45.08,45.14525602735576,-0.001445468097826641
44.45,45.55525602735575,-0.02426187719573014
44.86,44.48525602735575,0.008424003953440229
43.79,44.56525602735575,-0.017395973824987587
43.87,44.45525602735575,-0.013165058075373937
43.76,43.005256027355756,0.017550040212855444
42.31,43.52525602735575,-0.027920709451817127
42.83,44.42525602735576,-0.03590876384310415
43.73,44.755256027355756,-0.022908058591578406
44.06,44.905256027355755,-0.018823097831595303
44.21,44.195256027355754,0.00033360984796915183
43.5,44.005256027355756,-0.011481719980033
43.31,43.255256027355756,0.0012656027884709875
42.56,42.6449643368149,-0.0019923650573099305
42.41,42.9349643368149,-0.012226965712529236
42.7,43.0649643368149,-0.008474739093256467
42.83,43.1149643368149,-0.006609406761623582
42.88,42.6549643368149,0.005275720345424784
42.42,43.9549643368149,-0.03492129637628394
43.72,43.5349643368149,0.00425027712790893
43.3,43.7949643368149,-0.011301855003426176
43.56,44.5449643368149,-0.022111687627974108
44.31,45.1549643368149,-0.018712545768217903
44.92,44.8349643368149,0.0018966372437878576
44.6,44.9449643368149,-0.007675261108892051
44.71,45.4149643368149,-0.015522732366067937
45.18,44.9449643368149,0.005229410383413846
44.71,47.8649643368149,-0.0659138553747608
47.63,49.274964336814904,-0.03338336940379871
49.04,48.7449643368149,0.006052638815088107
48.51,47.8149643368149,0.01453594440203232
47.58,47.6349643368149,-0.0011538653923673925
47.4,48.5149643368149,-0.022981864504202587
48.28,48.2349643368149,0.0009336725714281791
48.0,47.4749643368149,0.011059211323682039
47.24,48.2949643368149,-0.021844189167579686
48.06,47.9549643368149,0.00219029801476589
47.72,49.3049643368149,-0.03214614102522417
49.07,48.5549643368149,0.010607270960234061
48.32,48.774964336814904,-0.009327825104558873
48.54,48.8149643368149,-0.005632787825423757
48.58,47.4749643368149,0.023276176793842973
47.24,47.5849643368149,-0.007249439851907402
47.35,48.2949643368149,-0.01956651898994277
48.06,48.024964336814904,0.0007295302280576621
47.79,48.2249643368149,-0.009019484882912598
47.99,48.7249643368149,-0.015083937911876233
48.49,48.774964336814904,-0.005842430449504499
48.54,48.1849643368149,0.007368183583231103
47.95,47.3449643368149,0.01277930338865274
47.11,48.0849643368149,-0.0202758669006321
47.85,48.4749643368149,-0.012892517722602248
48.24,48.1149643368149,0.0025986855629742678
47.88,47.774964336814904,0.0021985503211388036
47.54,46.9749643368149,0.012028442621770719
46.74,46.3249643368149,0.008959222508354348
46.09,45.6849643368149,0.008865841728559865
45.45,45.9049643368149,-0.009911005125213035
45.67,46.3649643368149,-0.014988997549235217
46.13,46.5449643368149,-0.00891534331860433
46.31,47.9849643368149,-0.03490602441752433
47.75,49.9049643368149,-0.0431813621240319
49.67,49.7849643368149,-0.0023092180208691415
49.55,50.1849643368149,-0.012652481579011554
49.95,50.3149643368149,-0.007253594266146801
50.08,49.5849643368149,0.009983584132933432
49.35,48.6749643368149,0.013868231284445809
48.44,50.024964336814904,-0.031683467601164916
49.79,49.7249643368149,0.0013079076888737884
49.49,48.8149643368149,0.013828457571482877
48.58,49.3849643368149,-0.016299785726783034
49.15,49.5049643368149,-0.007170277598825159
49.27,50.1949643368149,-0.018427432891639506
49.96,50.3749643368149,-0.008237511277236487
50.14,52.80479773251081,-0.05046506845854559
51.51,53.46479773251082,-0.03656233288847077
52.17,53.35479773251082,-0.022206020505422752
52.06,53.66479773251082,-0.029904104744973514
52.37,53.044797732510816,-0.012721280151045566
51.75,52.74479773251082,-0.018860584840154626
51.45,52.694797732510814,-0.023622782249391072
51.4,52.904797732510815,-0.02844350223431802
51.61,52.624797732510814,-0.01928364148151185
51.33,57.254797732510816,-0.10348124466688247
55.96,58.05479773251081,-0.036083111376300936
56.76,58.264797732510814,-0.025826876451527814
56.97,57.96479773251082,-0.01716210133435636
56.67,59.264797732510814,-0.043783119689741024
57.97,57.82479773251082,0.0025110726398192007
56.53,57.96479773251082,-0.024752915366529016
56.67,57.904797732510815,-0.021324618699385067
56.61,55.444797732510814,0.021015538249604893
54.15,55.444797732510814,-0.023352916512699107
54.15,55.404797732510815,-0.022647817226386424
54.11,53.874797732510814,0.00436571973145905
52.58,53.39479773251082,-0.015259871131878211
52.1,54.81479773251082,-0.04952673082474335
53.52,56.694797732510814,-0.055998043197714176
55.4,56.694797732510814,-0.022838034251744577
55.4,57.794797732510816,-0.0414362161728562
56.5,57.80479773251081,-0.022572481587924687
56.51,55.96479773251082,0.009741878637621992
54.67,56.64479773251082,-0.034862826094573474
55.35,56.64479773251082,-0.02285819323824112
55.35,56.31479773251082,-0.017132224057582524
55.02,57.694797732510814,-0.046361159716893696
56.4,57.39479773251082,-0.017332541829785497
56.1,59.004797732510816,-0.04922985662418955
57.71,57.74479773251082,-0.0006026124235816166
56.45,57.38479773251082,-0.016289989151276774
56.09,56.514797732510814,-0.007516575296286354
55.22,55.60479773251082,-0.0069202253798656965
54.31,54.044797732510816,0.004907082246875527
52.75,55.53479773251082,-0.050145095439513176
54.24,55.614797732510816,-0.024719998787429698
